Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Hallway,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Hallway,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Hallway,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Hallway,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Hallway,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Hallway,Electrical,Circuit breaker / Breaker box,Breaker trips,EMERGENCY
ApartmentUnit,Hallway,Electrical,Circuit breaker / Breaker box,Breaker will not reset,EMERGENCY
ApartmentUnit,Hallway,Electrical,Circuit breaker / Breaker box,Gaps in box between breakers,STANDARD
ApartmentUnit,Hallway,Electrical,Circuit breaker / Breaker box,Noise in breaker box,EMERGENCY
ApartmentUnit,Hallway,Electrical,Circuit breaker / Breaker box,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Door Chime,Button repair,STANDARD
ApartmentUnit,Hallway,Electrical,Door Chime,Cosmetic repair,STANDARD
ApartmentUnit,Hallway,Electrical,Door Chime,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Door Chime,Will not work,STANDARD
ApartmentUnit,Hallway,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Hallway,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Hallway,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Hallway,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Hallway,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Hallway,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Hallway,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Hallway,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Hallway,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Hallway,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Hallway,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Hallway,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Hallway,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Hallway,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Hallway,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Hallway,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Hallway,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Apartment fire extinguisher,Missing,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Apartment fire extinguisher,Recharge,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Other fire extinguisher,Damaged,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Other fire extinguisher,Describe,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Other fire extinguisher,Missing,STANDARD
ApartmentUnit,Hallway,Fire Extinguisher,Other fire extinguisher,Recharge,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Hallway,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Hallway,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Hallway,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Hallway,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Clean carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Repair carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Replace carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Stretch carpet,STANDARD
ApartmentUnit,Hallway,Flooring,Common Hall / Breezeway Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Hallway,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Hallway,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Hallway,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Hallway,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Hallway,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Hallway,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Hallway,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Hallway,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Hallway,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Hallway,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Hallway,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Hallway,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Hallway,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Hallway,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
ApartmentUnit,Hallway,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Hallway,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Hallway,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
ApartmentUnit,Hallway,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Hallway,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Kitchen,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Cosmetic repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Does not clean dishes,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Latch repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Leaks,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Dishwasher,Leaves water spots on dishes,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Lower rack repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Not In List,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Silverware basket repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Soap dispenser repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Spray tower repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Timer knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Upper rack repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Will not drain,STANDARD
ApartmentUnit,Kitchen,Appliance,Dishwasher,Will not fill,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Cosmetic repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Display panel not working,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Handle repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Light repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,No power,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Not In List,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Sparking inside,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Will not heat,STANDARD
ApartmentUnit,Kitchen,Appliance,Microwave,Will not rotate,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Broil option does not work,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Cosmetic repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Drip pan (Give location),STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Left front surface burner repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Left rear surface burner repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Not In List,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven does not work,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Range,Oven drawer repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven handle repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven light repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven rack repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven selector switch knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven thermostat knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Oven too hot burns food,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Right front surface burner repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Right rear surface burner repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Self clean option does not work,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Smell gas,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Range,Surface unit selector knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Range,Timer repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Butter door repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Cosmetic repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Crisper drawer cover repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Crisper drawer repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Freezer door handle repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Freezer door seal repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Freezer icing up,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Ice maker repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Knob repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Leak,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Refrigerator,Light repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Not In List,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Not cooling / freezer,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Refrigerator,Not cooling / refrigerator,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Refrigerator,Not cooling refrigerator or freezer,EMERGENCY
ApartmentUnit,Kitchen,Appliance,Refrigerator,Refrigerator door handle repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Refrigerator door seal repair,STANDARD
ApartmentUnit,Kitchen,Appliance,Refrigerator,Shelf repair,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Falling or has fallen,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Not In List,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Replace blind,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Tilt wand repair,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Will not lower,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Will not raise,STANDARD
ApartmentUnit,Kitchen,Blinds,Mini - Blind,Will not tilt,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Broken or missing slat,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Falling or has fallen,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Not In List,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Replace blind,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Will not close,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Will not open,STANDARD
ApartmentUnit,Kitchen,Blinds,Vertical blind,Will not tilt,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
ApartmentUnit,Kitchen,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
ApartmentUnit,Kitchen,Carpentry,Counter Top / Vanity,Damaged,STANDARD
ApartmentUnit,Kitchen,Carpentry,Counter Top / Vanity,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Desk,Damaged,STANDARD
ApartmentUnit,Kitchen,Carpentry,Desk,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Kitchen,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Kitchen,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Kitchen,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Kitchen,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Kitchen,Carpentry,Window sill,Damaged,STANDARD
ApartmentUnit,Kitchen,Carpentry,Window sill,Not In List,STANDARD
ApartmentUnit,Kitchen,Carpentry,Window sill,Paint,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Kitchen,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Deadbolt repair,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Hard to open,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Kitchen,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Kitchen,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Kitchen,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Kitchen,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Kitchen,Electrical,Circuit breaker / Breaker box,Breaker trips,STANDARD
ApartmentUnit,Kitchen,Electrical,Circuit breaker / Breaker box,Breaker will not reset,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Circuit breaker / Breaker box,Gaps in box between breakers,STANDARD
ApartmentUnit,Kitchen,Electrical,Circuit breaker / Breaker box,Noise in breaker box,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Circuit breaker / Breaker box,Not In List,STANDARD
ApartmentUnit,Kitchen,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Kitchen,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Kitchen,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Kitchen,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Kitchen,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Kitchen,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Kitchen,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Kitchen,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Kitchen,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Kitchen,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Kitchen,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Kitchen,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Kitchen,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Kitchen,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Kitchen,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Kitchen,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
ApartmentUnit,Kitchen,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
