Type,Rooms,Repair Subject,Subject Details,Issue,Priority
ApartmentUnit,Kitchen-Pantry,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Kitchen-Pantry,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Kitchen-Pantry,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Kitchen-Pantry,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Kitchen-Pantry,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Laundry Room,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Condensing unit outside makes excessive noise,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Condensing unit outside runs when inside unit is off,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Cover panel repair,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Replace filter,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,T-stat repair,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Air Conditioning,Water leak from condensation overflow,EMERGENCY
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Not In List,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Replace filter,STANDARD
ApartmentUnit,Living Room,Air Conditioning / Heat,Heat,Vent repair,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Falling or has fallen,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Not In List,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Replace blind,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Tilt wand repair,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Will not lower,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Will not raise,STANDARD
ApartmentUnit,Living Room,Blinds,Mini - Blind,Will not tilt,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Broken or missing slat,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Falling or has fallen,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Not In List,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Replace blind,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Will not close,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Will not open,STANDARD
ApartmentUnit,Living Room,Blinds,Vertical blind,Will not tilt,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
ApartmentUnit,Living Room,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
ApartmentUnit,Living Room,Carpentry,Counter Top / Vanity,Damaged,STANDARD
ApartmentUnit,Living Room,Carpentry,Counter Top / Vanity,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Desk,Damaged,STANDARD
ApartmentUnit,Living Room,Carpentry,Desk,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Living Room,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Living Room,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Living Room,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Living Room,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Living Room,Carpentry,Window sill,Damaged,STANDARD
ApartmentUnit,Living Room,Carpentry,Window sill,Not In List,STANDARD
ApartmentUnit,Living Room,Carpentry,Window sill,Paint,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Falling down,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Knob repair,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Not In List,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Will not close,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Will not open,STANDARD
ApartmentUnit,Living Room,Doors,Bi-fold Doors,Will not stay on track,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Deadbolt repair,EMERGENCY
ApartmentUnit,Living Room,Doors,Interior Doors,Door stop,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Hard to open,EMERGENCY
ApartmentUnit,Living Room,Doors,Interior Doors,Hinge repair,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Locking knob repair,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Not In List,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Passage knob repair,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Will not close,STANDARD
ApartmentUnit,Living Room,Doors,Interior Doors,Will not latch,STANDARD
ApartmentUnit,Living Room,Doors,Sliding Doors,Comes off track,STANDARD
ApartmentUnit,Living Room,Doors,Sliding Doors,Not In List,STANDARD
ApartmentUnit,Living Room,Doors,Sliding Doors,Will not slide,STANDARD
ApartmentUnit,Living Room,Electrical,Circuit breaker / Breaker box,Breaker trips,EMERGENCY
ApartmentUnit,Living Room,Electrical,Circuit breaker / Breaker box,Breaker will not reset,EMERGENCY
ApartmentUnit,Living Room,Electrical,Circuit breaker / Breaker box,Gaps in box between breakers,STANDARD
ApartmentUnit,Living Room,Electrical,Circuit breaker / Breaker box,Noise in breaker box,EMERGENCY
ApartmentUnit,Living Room,Electrical,Circuit breaker / Breaker box,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Door Chime,Button repair,STANDARD
ApartmentUnit,Living Room,Electrical,Door Chime,Cosmetic repair,STANDARD
ApartmentUnit,Living Room,Electrical,Door Chime,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Door Chime,Will not work,STANDARD
ApartmentUnit,Living Room,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Living Room,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Living Room,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Living Room,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Living Room,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Living Room,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Living Room,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Living Room,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Living Room,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Living Room,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Living Room,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Living Room,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Living Room,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Living Room,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Living Room,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Living Room,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Living Room,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Apartment fire extinguisher,Damaged,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Apartment fire extinguisher,Describe,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Apartment fire extinguisher,Missing,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Apartment fire extinguisher,Recharge,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Other fire extinguisher,Damaged,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Other fire extinguisher,Describe,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Other fire extinguisher,Missing,STANDARD
ApartmentUnit,Living Room,Fire Extinguisher,Other fire extinguisher,Recharge,STANDARD
ApartmentUnit,Living Room,Fireplace,Clogged,,STANDARD
ApartmentUnit,Living Room,Fireplace,Door,,STANDARD
ApartmentUnit,Living Room,Fireplace,Fireplace not staying on,,STANDARD
ApartmentUnit,Living Room,Fireplace,Pilot light out,,STANDARD
ApartmentUnit,Living Room,Fireplace,Screen,,STANDARD
ApartmentUnit,Living Room,Fireplace,Start pilot light,,STANDARD
ApartmentUnit,Living Room,Fireplace,Switch not working,,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Living Room,Flooring,Ceramic Tile,Broken tile,STANDARD
ApartmentUnit,Living Room,Flooring,Ceramic Tile,Grout repair,STANDARD
ApartmentUnit,Living Room,Flooring,Ceramic Tile,Loose tile,STANDARD
ApartmentUnit,Living Room,Flooring,Ceramic Tile,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Clean carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Repair carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Replace carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Stretch carpet,STANDARD
ApartmentUnit,Living Room,Flooring,Common Hall / Breezeway Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Living Room,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Living Room,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Living Room,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Living Room,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Living Room,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Living Room,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Broken glass,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Door handle,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Door lock,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Not In List,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Patio door pin,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Glass Door,Will not slide,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Window,Broken glass,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Window,Fogged,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Window,Lock,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Window,Not In List,STANDARD
ApartmentUnit,Living Room,Glass Door / Window,Window,Will not close,EMERGENCY
ApartmentUnit,Living Room,Glass Door / Window,Window,Will not slide / open,EMERGENCY
ApartmentUnit,Living Room,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Living Room,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Living Room,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Living Room,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Living Room,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Living Room,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Living Room,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Living Room,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
ApartmentUnit,Living Room,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
ApartmentUnit,Living Room,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
ApartmentUnit,Living Room,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Internet,Cover plate missing,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Internet,Jack or wire repair,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Internet,Not In List,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,TV / Cable,No service,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,TV / Cable,Not In List,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,TV / Cable,Poor reception,STANDARD
ApartmentUnit,Living Room,TV / Phone / Alarm / Internet,TV / Cable,Wall plate repair,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Living Room,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Plumbing,Bathroom - Master ,Low water pressure,,STANDARD
ApartmentUnit,Stairway,Carpentry,Handrail / Bannister,Damaged,STANDARD
ApartmentUnit,Stairway,Carpentry,Handrail / Bannister,Not In List,STANDARD
ApartmentUnit,Stairway,Carpentry,Handrail / Bannister,Paint,STANDARD
ApartmentUnit,Stairway,Carpentry,Shelves,Damaged,STANDARD
ApartmentUnit,Stairway,Carpentry,Shelves,Not In List,STANDARD
ApartmentUnit,Stairway,Carpentry,Shelves,Paint,STANDARD
ApartmentUnit,Stairway,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
ApartmentUnit,Stairway,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
ApartmentUnit,Stairway,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
ApartmentUnit,Stairway,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
ApartmentUnit,Stairway,Electrical,Door Chime,Button repair,STANDARD
ApartmentUnit,Stairway,Electrical,Door Chime,Cosmetic repair,STANDARD
ApartmentUnit,Stairway,Electrical,Door Chime,Not In List,STANDARD
ApartmentUnit,Stairway,Electrical,Door Chime,Will not work,STANDARD
ApartmentUnit,Stairway,Electrical,Light Switch,Cover plate repair,STANDARD
ApartmentUnit,Stairway,Electrical,Light Switch,Dimmer does not work,STANDARD
ApartmentUnit,Stairway,Electrical,Light Switch,Does not work,STANDARD
ApartmentUnit,Stairway,Electrical,Light Switch,Loose from wall,STANDARD
ApartmentUnit,Stairway,Electrical,Light Switch,Not In List,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
ApartmentUnit,Stairway,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
ApartmentUnit,Stairway,Electrical,Outlet,Cover plate repair,STANDARD
ApartmentUnit,Stairway,Electrical,Outlet,GFI will not reset,EMERGENCY
ApartmentUnit,Stairway,Electrical,Outlet,Loose from wall,STANDARD
ApartmentUnit,Stairway,Electrical,Outlet,No power,EMERGENCY
ApartmentUnit,Stairway,Electrical,Outlet,Not In List,STANDARD
ApartmentUnit,Stairway,Electrical,Outlet,Sparks,EMERGENCY
ApartmentUnit,Stairway,Electrical,Smoke Detector,Chirps,STANDARD
ApartmentUnit,Stairway,Electrical,Smoke Detector,False alarms,STANDARD
ApartmentUnit,Stairway,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
ApartmentUnit,Stairway,Electrical,Smoke Detector,Not In List,STANDARD
ApartmentUnit,Stairway,Electrical,Smoke Detector,Replace battery,STANDARD
ApartmentUnit,Stairway,Electrical,Smoke Detector,Will not work,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Clean carpet,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Not In List,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Repair carpet,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Replace carpet,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Stretch carpet,STANDARD
ApartmentUnit,Stairway,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
ApartmentUnit,Stairway,Flooring,Floor General,Leak,EMERGENCY
ApartmentUnit,Stairway,Flooring,Floor General,Not In List,STANDARD
ApartmentUnit,Stairway,Flooring,Hardwood,Loose boards,STANDARD
ApartmentUnit,Stairway,Flooring,Hardwood,Not In List,STANDARD
ApartmentUnit,Stairway,Flooring,Hardwood,Warped,STANDARD
ApartmentUnit,Stairway,Flooring,Vinyl / Tile,Needs caulk,STANDARD
ApartmentUnit,Stairway,Flooring,Vinyl / Tile,Not In List,STANDARD
ApartmentUnit,Stairway,Flooring,Vinyl / Tile,Tile loose,STANDARD
ApartmentUnit,Stairway,Janitorial,Clean,Not In List,STANDARD
ApartmentUnit,Stairway,Janitorial,Deodorize,Not In List,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Ants,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Bees,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Fleas,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Not In List,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Roaches,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Scorpions,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Silverfish,STANDARD
ApartmentUnit,Stairway,Pest Control,Insects,Spiders,STANDARD
ApartmentUnit,Stairway,Pest Control,Pests,Birds,STANDARD
ApartmentUnit,Stairway,Pest Control,Pests,Mice,STANDARD
ApartmentUnit,Stairway,Pest Control,Pests,Not In List,STANDARD
ApartmentUnit,Stairway,Pest Control,Pests,Rats,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Leak,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Not In List,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Paint,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Leak,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Not In List,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Paint,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
ApartmentUnit,Stairway,Walls / Ceiling,Walls,Stress crack repair,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Adjust Vent,,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Condensing unit outside makes excessive noise,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Condensing unit outside runs when inside unit is off,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Cover panel repair,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Fan makes noise,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Replace filter,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,T-stat repair,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
ApartmentUnit,Utility / Laundry,Air Conditioning / Heat,Air Conditioning,Water leak from condensation overflow,EMERGENCY
